types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPopMusicDiscographies,http://dbpedia.org/resource/Sonu_Nigam_discography,YAAD,25,5,1.0,0.0,0,37,== Notable songs == | === Hindi ===
http://dbpedia.org/class/yago/WikicatDiscographiesOfIndianArtists,http://dbpedia.org/resource/Sonu_Nigam_discography,YAAD,25,5,1.0,0.0,0,37,== Notable songs == | === Hindi ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Sonu_Nigam_discography,YAAD,25,5,1.0,0.0,0,37,== Notable songs == | === Hindi ===
http://dbpedia.org/class/yago/Catalog106487897,http://dbpedia.org/resource/Sonu_Nigam_discography,YAAD,25,5,1.0,0.0,0,37,== Notable songs == | === Hindi ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Sonu_Nigam_discography,YAAD,25,5,1.0,0.0,0,37,== Notable songs == | === Hindi ===
http://dbpedia.org/class/yago/Database106637824,http://dbpedia.org/resource/Sonu_Nigam_discography,YAAD,25,5,1.0,0.0,0,37,== Notable songs == | === Hindi ===
http://dbpedia.org/class/yago/Discography106488224,http://dbpedia.org/resource/Sonu_Nigam_discography,YAAD,25,5,1.0,0.0,0,37,== Notable songs == | === Hindi ===
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/Sonu_Nigam_discography,YAAD,25,5,1.0,0.0,0,37,== Notable songs == | === Hindi ===
http://dbpedia.org/class/yago/List106481320,http://dbpedia.org/resource/Sonu_Nigam_discography,YAAD,25,5,1.0,0.0,0,37,== Notable songs == | === Hindi ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Sonu_Nigam_discography,YAAD,25,5,1.0,0.0,0,37,== Notable songs == | === Hindi ===
