types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lumber,2x4s,6199,43,0.9999999999952536,0.0,6,10,== Music == | === Notable works ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Lumber,2x4s,6199,43,0.9999999999952536,0.0,6,10,== Music == | === Notable works ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Lumber,2x4s,6199,43,0.9999999999952536,0.0,6,10,== Music == | === Notable works ===
