types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tin_whistle,whistle,1015,293,1.0,7.573449523152452e-15,0,145,== Music career == | ==== Usher's Island ====
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Tin_whistle,whistle,1015,293,1.0,7.573449523152452e-15,0,145,== Music career == | ==== Usher's Island ====
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Tin_whistle,whistle,1015,293,1.0,7.573449523152452e-15,0,145,== Music career == | ==== Usher's Island ====
