types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Digital_rights_management,digital-rights-management,1713,98,0.999999999618808,0.0,1,10,== Business career == | === Sony ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Digital_rights_management,digital-rights-management,1713,98,0.999999999618808,0.0,1,10,== Business career == | === Sony ===
http://dbpedia.org/ontology/ProgrammingLanguage,http://dbpedia.org/resource/Digital_rights_management,digital-rights-management,1713,98,0.999999999618808,0.0,1,10,== Business career == | === Sony ===
