types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mechanical_engineering,machine building,6047,55,0.9160785547471268,0.0916093551545499,5,28,== General Secretary of the CPSU == | ==== Domestic policies ====
http://dbpedia.org/ontology/Sport,http://dbpedia.org/resource/Mechanical_engineering,machine building,6047,55,0.9160785547471268,0.0916093551545499,5,28,== General Secretary of the CPSU == | ==== Domestic policies ====
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Mechanical_engineering,machine building,6047,55,0.9160785547471268,0.0916093551545499,5,28,== General Secretary of the CPSU == | ==== Domestic policies ====
