types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Ring_binder,binder,82,126,0.9999864410254496,1.0907231727397236e-05,3,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Ring_binder,binder,82,126,0.9999864410254496,1.0907231727397236e-05,3,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Ring_binder,binder,82,126,0.9999864410254496,1.0907231727397236e-05,3,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Ring_binder,binder,82,126,0.9999864410254496,1.0907231727397236e-05,3,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/Invention105633385,http://dbpedia.org/resource/Ring_binder,binder,82,126,0.9999864410254496,1.0907231727397236e-05,3,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Ring_binder,binder,82,126,0.9999864410254496,1.0907231727397236e-05,3,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/WikicatGermanInventions,http://dbpedia.org/resource/Ring_binder,binder,82,126,0.9999864410254496,1.0907231727397236e-05,3,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/WikicatSwedishInventions,http://dbpedia.org/resource/Ring_binder,binder,82,126,0.9999864410254496,1.0907231727397236e-05,3,12,== Career == | === Post-Reprise ===
