types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Marimba,flapamba,1855,144,1.0,0.0,4,5,== Biography == | === Collector ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Marimba,flapamba,1855,144,1.0,0.0,4,5,== Biography == | === Collector ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Marimba,flapamba,1855,144,1.0,0.0,4,5,== Biography == | === Collector ===
