types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Notary,notary,632,284,0.7263569413953742,0.3496124275420086,3,5,== Biography == | === Early life ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Notary,notary,632,284,0.7263569413953742,0.3496124275420086,3,5,== Biography == | === Early life ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Notary,notary,632,284,0.7263569413953742,0.3496124275420086,3,5,== Biography == | === Early life ===
