types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/WikicatArchaeologicalSitesInMexico,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/WikicatArchaeologicalSitesInTheStateOfMexico,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/WikicatMesoamericanSites,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/El_Conde,El Conde,10,25,0.9999999999999716,0.0,0,53,== Discography == | === Other albums ===
