types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/class/yago/Association108049401,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/class/yago/Club108227214,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/class/yago/Team108208560,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/class/yago/Unit108189659,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatSportsClubsEstablishedIn1906,http://dbpedia.org/resource/Illinois_Fighting_Illini_men's_basketball,Whiz Kids,1373,0,0.99755678085899,0.0010942083666821,0,74,== Partial discography == | === As sideman ===
http://dbpedia.org/ontology/Insect,http://dbpedia.org/resource/Wisteria,Wisteria,352,0,0.9937812152264236,0.0062573962120783,0,95,== Partial discography == | === As sideman ===
http://dbpedia.org/ontology/Plant,http://dbpedia.org/resource/Wisteria,Wisteria,352,0,0.9937812152264236,0.0062573962120783,0,95,== Partial discography == | === As sideman ===
