types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPriests,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/Clergyman109927451,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/Priest110470779,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/SpiritualLeader109505153,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Fangshi,magicians,67,217,0.6948445081994019,0.4391680746056078,10,92,== Biographies == | === Scientology biographies ===
