types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Prime_Minister_of_India,PM,3525,60,0.9382609423392472,0.0429150167170554,0,31,== Discography == | === Video ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Prime_Minister_of_India,PM,3525,60,0.9382609423392472,0.0429150167170554,0,31,== Discography == | === Video ===
http://dbpedia.org/ontology/OfficeHolder,http://dbpedia.org/resource/Prime_Minister_of_India,PM,3525,60,0.9382609423392472,0.0429150167170554,0,31,== Discography == | === Video ===
