types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cor_anglais,cors anglais,1487,39,1.0,0.0,0,86,== Work == | === Compositions ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Cor_anglais,cors anglais,1487,39,1.0,0.0,0,86,== Work == | === Compositions ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Cor_anglais,cors anglais,1487,39,1.0,0.0,0,86,== Work == | === Compositions ===
