types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/WikicatMotorcycleClassifications,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/WikicatMotorcycles,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Categorization101012712,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Container103094503,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Conveyance103100490,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Grouping101012360,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/MotorVehicle103791235,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Motorcycle103790512,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Self-propelledVehicle104170037,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Vehicle104524313,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/WheeledVehicle104576211,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
http://dbpedia.org/class/yago/WikicatOff-roadMotorcycles,http://dbpedia.org/resource/Types_of_motorcycles,dirtbike,628,85,0.9995932440572144,0.00040692104831786433,0,27,== Personal life == | === Legal issue ===
