types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tudor_period,Tudor England,1402,65,0.9999999999988348,0.0,13,6,== Career == | === Broadcasting ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Tudor_period,Tudor England,1402,65,0.9999999999988348,0.0,13,6,== Career == | === Broadcasting ===
http://dbpedia.org/class/yago/WikicatHistoricalEras,http://dbpedia.org/resource/Tudor_period,Tudor England,1402,65,0.9999999999988348,0.0,13,6,== Career == | === Broadcasting ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Tudor_period,Tudor England,1402,65,0.9999999999988348,0.0,13,6,== Career == | === Broadcasting ===
http://dbpedia.org/class/yago/Era115248564,http://dbpedia.org/resource/Tudor_period,Tudor England,1402,65,0.9999999999988348,0.0,13,6,== Career == | === Broadcasting ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Tudor_period,Tudor England,1402,65,0.9999999999988348,0.0,13,6,== Career == | === Broadcasting ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Tudor_period,Tudor England,1402,65,0.9999999999988348,0.0,13,6,== Career == | === Broadcasting ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Tudor_period,Tudor England,1402,65,0.9999999999988348,0.0,13,6,== Career == | === Broadcasting ===
