types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Informant,C.I.,1368,88,0.5780525185250087,0.7020911684737517,3,10,== Career == | === As actor ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Informant,C.I.,1368,88,0.5780525185250087,0.7020911684737517,3,10,== Career == | === As actor ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Informant,C.I.,1368,88,0.5780525185250087,0.7020911684737517,3,10,== Career == | === As actor ===
