types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Echoplex,echoplex,124,100,1.0,0.0,14,10,== Film and television scoring == | === 1960s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Echoplex,echoplex,124,100,1.0,0.0,14,10,== Film and television scoring == | === 1960s ===
http://dbpedia.org/class/yago/DefiniteQuantity113576101,http://dbpedia.org/resource/Echoplex,echoplex,124,100,1.0,0.0,14,10,== Film and television scoring == | === 1960s ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Echoplex,echoplex,124,100,1.0,0.0,14,10,== Film and television scoring == | === 1960s ===
http://dbpedia.org/class/yago/UnitOfMeasurement113583724,http://dbpedia.org/resource/Echoplex,echoplex,124,100,1.0,0.0,14,10,== Film and television scoring == | === 1960s ===
http://dbpedia.org/class/yago/WikicatEffectsUnits,http://dbpedia.org/resource/Echoplex,echoplex,124,100,1.0,0.0,14,10,== Film and television scoring == | === 1960s ===
