types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Classical_music,Classical albums,10116,0,0.9999999996160156,0.0,1,20,== Career == | ==== Classical albums ====
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Classical_music,Classical albums,10116,0,0.9999999996160156,0.0,1,20,== Career == | ==== Classical albums ====
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Classical_music,Classical albums,10116,0,0.9999999996160156,0.0,1,20,== Career == | ==== Classical albums ====
