types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/WikicatVictorian-eraSubmarines,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/WikicatMersey-builtShips,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/WikicatShipwrecksInTheAtlanticOcean,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/WikicatShipwrecksInTheIrishSea,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/WikicatShipwrecksOfWales,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Conveyance103100490,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Craft103125870,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/MilitaryVehicle103764276,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Ship104194289,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Shipwreck104197110,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Submarine104347754,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Submersible104348184,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Vehicle104524313,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Vessel104530566,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Warship104552696,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/WikicatSubmarines,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/WikicatSubmarinesOfTheRoyalNavy,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://dbpedia.org/class/yago/WikicatSubmarinesOfTheUnitedKingdom,http://dbpedia.org/resource/Resurgam,Resurgam,45,29,0.9999996905839248,2.43858308141803e-07,0,20,== Discography == | === Guest Appearances ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Still_Run_(Maurice_River_tributary),Still Run,4,9,0.9999989671096547,0.0,0,38,== Discography == | === Compilation Appearances ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Still_Run_(Maurice_River_tributary),Still Run,4,9,0.9999989671096547,0.0,0,38,== Discography == | === Compilation Appearances ===
