types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
http://dbpedia.org/class/yago/WikicatLedZeppelinConcertTours,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
http://dbpedia.org/class/yago/Journey100306426,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
http://dbpedia.org/class/yago/Motion100279835,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
http://dbpedia.org/class/yago/Tour100310666,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
http://dbpedia.org/class/yago/Travel100295701,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
http://dbpedia.org/class/yago/Wikicat1979ConcertTours,http://dbpedia.org/resource/Knebworth_Festival_1979,Knebworth Festival,36,125,0.9916376131699568,0.008432906052544,1,12,== Music career == | === 1970s ===
