types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPoliticalScandals,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/WikicatPoliticalScandalsInItaly,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/WikicatCentralIntelligenceAgencyOperations,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/WikicatConspiracyTheories,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/WikicatYearsOfLead(Italy),http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Year115203791,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Action114006945,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
