types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPoliticalScandals,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Explanation105793000,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Gossip107223170,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/HigherCognitiveProcess105770664,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Informing107212190,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Operation114008806,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Process105701363,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Report107217924,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Scandal107223811,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/SpeechAct107160883,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Theory105989479,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/Thinking105770926,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/class/yago/WikicatOrganizedCrimeGroups,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
http://dbpedia.org/ontology/OfficeHolder,http://dbpedia.org/resource/Propaganda_Due,P2,225,9,0.7061790730428856,0.1034115805946804,0,135,== Appearances == | === Radio shows ===
