types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Postmaster,Postmaster,1309,0,0.8727030340310621,0.1449370665130778,1,35,== Public life == | === Postmaster ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Postmaster,Postmaster,1309,0,0.8727030340310621,0.1449370665130778,1,35,== Public life == | === Postmaster ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Postmaster,Postmaster,1309,0,0.8727030340310621,0.1449370665130778,1,35,== Public life == | === Postmaster ===
