types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Minstrel,joglars,733,43,0.9999999999969305,0.0,2,55,== Lives == | === Trobairitz ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Minstrel,joglars,733,43,0.9999999999969305,0.0,2,55,== Lives == | === Trobairitz ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Minstrel,joglars,733,43,0.9999999999969305,0.0,2,55,== Lives == | === Trobairitz ===
