types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Symphony,symphony,5268,188,0.9604066045109216,0.041149093541308,1,7,== Biography == | === Career ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Symphony,symphony,5268,188,0.9604066045109216,0.041149093541308,1,7,== Biography == | === Career ===
http://dbpedia.org/ontology/MusicalWork,http://dbpedia.org/resource/Symphony,symphony,5268,188,0.9604066045109216,0.041149093541308,1,7,== Biography == | === Career ===
