types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Logical_truth,logical certainty,406,77,1.0,0.0,2,40,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Logical_truth,logical certainty,406,77,1.0,0.0,2,40,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Logical_truth,logical certainty,406,77,1.0,0.0,2,40,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Logical_truth,logical certainty,406,77,1.0,0.0,2,40,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Logical_truth,logical certainty,406,77,1.0,0.0,2,40,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/WikicatConceptsInLogic,http://dbpedia.org/resource/Logical_truth,logical certainty,406,77,1.0,0.0,2,40,== Philosophy == | === Mathematics ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Logical_truth,logical certainty,406,77,1.0,0.0,2,40,== Philosophy == | === Mathematics ===
