types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
http://dbpedia.org/class/yago/WikicatSubdivisionsOfFrance,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
http://dbpedia.org/class/yago/WikicatThird-levelAdministrativeCountrySubdivisions,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
http://dbpedia.org/class/yago/Subdivision108674251,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
http://dbpedia.org/class/yago/WikicatCountrySubdivisionsOfEurope,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Arrondissements_of_France,arrondissements,3121,37,0.9195668435569536,0.0631592929780242,1,134,== List of works (incomplete) == | ==== Keyboard works ====
