types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Industrial_Relations_Act_1971,Industrial Relations Act 1971,77,4,1.0,0.0,1,33,== Prime minister (1970–1974) == | === Trade unions ===
http://dbpedia.org/class/yago/WikicatUnitedKingdomActsOfParliament1971,http://dbpedia.org/resource/Industrial_Relations_Act_1971,Industrial Relations Act 1971,77,4,1.0,0.0,1,33,== Prime minister (1970–1974) == | === Trade unions ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Industrial_Relations_Act_1971,Industrial Relations Act 1971,77,4,1.0,0.0,1,33,== Prime minister (1970–1974) == | === Trade unions ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Industrial_Relations_Act_1971,Industrial Relations Act 1971,77,4,1.0,0.0,1,33,== Prime minister (1970–1974) == | === Trade unions ===
http://dbpedia.org/class/yago/WikicatRepealedUnitedKingdomActsOfParliament,http://dbpedia.org/resource/Industrial_Relations_Act_1971,Industrial Relations Act 1971,77,4,1.0,0.0,1,33,== Prime minister (1970–1974) == | === Trade unions ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Industrial_Relations_Act_1971,Industrial Relations Act 1971,77,4,1.0,0.0,1,33,== Prime minister (1970–1974) == | === Trade unions ===
http://dbpedia.org/class/yago/Act106532095,http://dbpedia.org/resource/Industrial_Relations_Act_1971,Industrial Relations Act 1971,77,4,1.0,0.0,1,33,== Prime minister (1970–1974) == | === Trade unions ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Industrial_Relations_Act_1971,Industrial Relations Act 1971,77,4,1.0,0.0,1,33,== Prime minister (1970–1974) == | === Trade unions ===
http://dbpedia.org/class/yago/Document106470073,http://dbpedia.org/resource/Industrial_Relations_Act_1971,Industrial Relations Act 1971,77,4,1.0,0.0,1,33,== Prime minister (1970–1974) == | === Trade unions ===
http://dbpedia.org/class/yago/LegalDocument106479665,http://dbpedia.org/resource/Industrial_Relations_Act_1971,Industrial Relations Act 1971,77,4,1.0,0.0,1,33,== Prime minister (1970–1974) == | === Trade unions ===
