types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Monarchy_of_Thailand,Thai monarch,1226,22,0.9999999999999716,0.0,0,100,== Private life == | === Patents ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Monarchy_of_Thailand,Thai monarch,1226,22,0.9999999999999716,0.0,0,100,== Private life == | === Patents ===
http://dbpedia.org/class/yago/Autocracy108361001,http://dbpedia.org/resource/Monarchy_of_Thailand,Thai monarch,1226,22,0.9999999999999716,0.0,0,100,== Private life == | === Patents ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Monarchy_of_Thailand,Thai monarch,1226,22,0.9999999999999716,0.0,0,100,== Private life == | === Patents ===
http://dbpedia.org/class/yago/Monarchy108363812,http://dbpedia.org/resource/Monarchy_of_Thailand,Thai monarch,1226,22,0.9999999999999716,0.0,0,100,== Private life == | === Patents ===
http://dbpedia.org/class/yago/PoliticalSystem108367880,http://dbpedia.org/resource/Monarchy_of_Thailand,Thai monarch,1226,22,0.9999999999999716,0.0,0,100,== Private life == | === Patents ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Monarchy_of_Thailand,Thai monarch,1226,22,0.9999999999999716,0.0,0,100,== Private life == | === Patents ===
