types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/William_Field_Porter,William Porter,10,8,0.9981686116274182,0.001832369863859,0,0,
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Laurie_Frink,Laurie Frink,28,80,1.0,0.0,2,2,== Biography ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Aguas_da_Amazonia,Aguas Da Amazonia,8,0,1.0,0.0,0,16,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatPhilipGlassAlbums,http://dbpedia.org/resource/Aguas_da_Amazonia,Aguas Da Amazonia,8,0,1.0,0.0,0,16,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Album106591815,http://dbpedia.org/resource/Aguas_da_Amazonia,Aguas Da Amazonia,8,0,1.0,0.0,0,16,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Aguas_da_Amazonia,Aguas Da Amazonia,8,0,1.0,0.0,0,16,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Aguas_da_Amazonia,Aguas Da Amazonia,8,0,1.0,0.0,0,16,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Aguas_da_Amazonia,Aguas Da Amazonia,8,0,1.0,0.0,0,16,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Aguas_da_Amazonia,Aguas Da Amazonia,8,0,1.0,0.0,0,16,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Aguas_da_Amazonia,Aguas Da Amazonia,8,0,1.0,0.0,0,16,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Aguas_da_Amazonia,Aguas Da Amazonia,8,0,1.0,0.0,0,16,== Discography == | === As sideman ===
