types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/WomensTennisAssociationTournament,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/WikicatBjörkConcertTours,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Journey100306426,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Motion100279835,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Tour100310666,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Travel100295701,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Wikicat2003ConcertTours,http://dbpedia.org/resource/Greatest_Hits_Tour_(Björk),Greatest Hits tour,15,58,0.6543624147903505,0.2666666666666675,0,10,== Music career == | === Solo career ===
