types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Computer_programming,Computer Programming,2453,58,1.0,0.0,2,35,== Personal life == | === Chinese name ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Computer_programming,Computer Programming,2453,58,1.0,0.0,2,35,== Personal life == | === Chinese name ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Computer_programming,Computer Programming,2453,58,1.0,0.0,2,35,== Personal life == | === Chinese name ===
