types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/WikicatAvant-gardeMetalMusicalGroups,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/WikicatPost-metalMusicalGroups,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/WikicatDoomMetalMusicalGroups,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/WikicatMusicalGroupsEstablishedIn2000,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/WikicatMusicalGroupsFromBerlin,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/WikicatSludgeMetalMusicalGroups,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/MusicalOrganization108246613,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/WikicatGermanDoomMetalMusicalGroups,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/WikicatGermanHeavyMetalMusicalGroups,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/WikicatGermanMusicalGroups,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/WikicatGermanProgressiveMetalMusicalGroups,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/WikicatGermanSymphonicMetalMusicalGroups,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
http://dbpedia.org/class/yago/WikicatSwissMusicalGroups,http://dbpedia.org/resource/The_Ocean_(band),The Ocean Collective,101,74,0.9999999999467092,0.0,0,50,== Discography == | === Guest vocals ===
