types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_New_York_Times_Best_Seller_list,The New York Times nonfiction best-seller list,4016,34,1.0,0.0,8,16,== Other ventures == | === Author ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_New_York_Times_Best_Seller_list,The New York Times nonfiction best-seller list,4016,34,1.0,0.0,8,16,== Other ventures == | === Author ===
http://dbpedia.org/class/yago/Case107308889,http://dbpedia.org/resource/The_New_York_Times_Best_Seller_list,The New York Times nonfiction best-seller list,4016,34,1.0,0.0,8,16,== Other ventures == | === Author ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/The_New_York_Times_Best_Seller_list,The New York Times nonfiction best-seller list,4016,34,1.0,0.0,8,16,== Other ventures == | === Author ===
http://dbpedia.org/class/yago/Happening107283608,http://dbpedia.org/resource/The_New_York_Times_Best_Seller_list,The New York Times nonfiction best-seller list,4016,34,1.0,0.0,8,16,== Other ventures == | === Author ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/The_New_York_Times_Best_Seller_list,The New York Times nonfiction best-seller list,4016,34,1.0,0.0,8,16,== Other ventures == | === Author ===
http://dbpedia.org/class/yago/Time107309599,http://dbpedia.org/resource/The_New_York_Times_Best_Seller_list,The New York Times nonfiction best-seller list,4016,34,1.0,0.0,8,16,== Other ventures == | === Author ===
http://dbpedia.org/class/yago/WikicatTheNewYorkTimes,http://dbpedia.org/resource/The_New_York_Times_Best_Seller_list,The New York Times nonfiction best-seller list,4016,34,1.0,0.0,8,16,== Other ventures == | === Author ===
