types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Hot_Hits,Mike Joseph,62,247,0.8660139578540864,0.1547157992937718,0,10,== Biography == | === 1980–2000 ===
http://dbpedia.org/class/yago/WikicatRadioFormats,http://dbpedia.org/resource/Hot_Hits,Mike Joseph,62,247,0.8660139578540864,0.1547157992937718,0,10,== Biography == | === 1980–2000 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Hot_Hits,Mike Joseph,62,247,0.8660139578540864,0.1547157992937718,0,10,== Biography == | === 1980–2000 ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Hot_Hits,Mike Joseph,62,247,0.8660139578540864,0.1547157992937718,0,10,== Biography == | === 1980–2000 ===
http://dbpedia.org/class/yago/Format106636806,http://dbpedia.org/resource/Hot_Hits,Mike Joseph,62,247,0.8660139578540864,0.1547157992937718,0,10,== Biography == | === 1980–2000 ===
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/Hot_Hits,Mike Joseph,62,247,0.8660139578540864,0.1547157992937718,0,10,== Biography == | === 1980–2000 ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Hot_Hits,Mike Joseph,62,247,0.8660139578540864,0.1547157992937718,0,10,== Biography == | === 1980–2000 ===
