types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Motorboat,powerboat,1211,4,0.5891163415146091,0.6974575810079156,0,26,== Death == | === Aftermath ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Motorboat,powerboat,1211,4,0.5891163415146091,0.6974575810079156,0,26,== Death == | === Aftermath ===
http://dbpedia.org/ontology/Ship,http://dbpedia.org/resource/Motorboat,powerboat,1211,4,0.5891163415146091,0.6974575810079156,0,26,== Death == | === Aftermath ===
