types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatCriminalCodes,http://dbpedia.org/resource/Criminal_Code_of_Russia,Russian Criminal Code,159,152,1.0,0.0,1,10,== Career == | ==== Release ====
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Criminal_Code_of_Russia,Russian Criminal Code,159,152,1.0,0.0,1,10,== Career == | ==== Release ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Criminal_Code_of_Russia,Russian Criminal Code,159,152,1.0,0.0,1,10,== Career == | ==== Release ====
http://dbpedia.org/class/yago/Code106667317,http://dbpedia.org/resource/Criminal_Code_of_Russia,Russian Criminal Code,159,152,1.0,0.0,1,10,== Career == | ==== Release ====
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Criminal_Code_of_Russia,Russian Criminal Code,159,152,1.0,0.0,1,10,== Career == | ==== Release ====
