types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mastering_engineer,Mastering,1042,118,0.999863727273296,0.00013627379609391232,1,18,== Musical career == | === Solo career ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Mastering_engineer,Mastering,1042,118,0.999863727273296,0.00013627379609391232,1,18,== Musical career == | === Solo career ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Mastering_engineer,Mastering,1042,118,0.999863727273296,0.00013627379609391232,1,18,== Musical career == | === Solo career ===
