types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Apologetics,apologetics,894,101,0.9999811313556776,1.886900036863045e-05,0,5,== Career == | === Christian ministry ===
http://dbpedia.org/ontology/Sport,http://dbpedia.org/resource/Apologetics,apologetics,894,101,0.9999811313556776,1.886900036863045e-05,0,5,== Career == | === Christian ministry ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Apologetics,apologetics,894,101,0.9999811313556776,1.886900036863045e-05,0,5,== Career == | === Christian ministry ===
