types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Stoning,lapidation,803,77,0.9999986060424868,0.0,9,27,== Personal life == | === Sexuality ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Stoning,lapidation,803,77,0.9999986060424868,0.0,9,27,== Personal life == | === Sexuality ===
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Stoning,lapidation,803,77,0.9999986060424868,0.0,9,27,== Personal life == | === Sexuality ===
