types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Independent_Evaluation_Group,IEG,23,75,0.99999855250925,0.0,4,24,== Personal life == | === Sex tape ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Independent_Evaluation_Group,IEG,23,75,0.99999855250925,0.0,4,24,== Personal life == | === Sex tape ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Independent_Evaluation_Group,IEG,23,75,0.99999855250925,0.0,4,24,== Personal life == | === Sex tape ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Independent_Evaluation_Group,IEG,23,75,0.99999855250925,0.0,4,24,== Personal life == | === Sex tape ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Independent_Evaluation_Group,IEG,23,75,0.99999855250925,0.0,4,24,== Personal life == | === Sex tape ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Independent_Evaluation_Group,IEG,23,75,0.99999855250925,0.0,4,24,== Personal life == | === Sex tape ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Independent_Evaluation_Group,IEG,23,75,0.99999855250925,0.0,4,24,== Personal life == | === Sex tape ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Independent_Evaluation_Group,IEG,23,75,0.99999855250925,0.0,4,24,== Personal life == | === Sex tape ===
http://dbpedia.org/class/yago/WikicatOmbudsmanOrganizations,http://dbpedia.org/resource/Independent_Evaluation_Group,IEG,23,75,0.99999855250925,0.0,4,24,== Personal life == | === Sex tape ===
