types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/DefensiveStructure103171356,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Facility103315023,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Fortification103385557,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Garrison103420559,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/MilitaryInstallation103763133,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/MilitaryPost103763403,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatFortsInChina,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Topos,Topos,345,19,0.999999999998778,0.0,0,54,== Discography == | === As sideman ===
http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/resource/Topos,Topos,345,19,0.999999999998778,0.0,0,54,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Antoine_Beuger,Antoine Beuger,11,0,1.0,0.0,0,56,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatJazzClarinetists,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatJazzFusionMusicians,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatJazzFusionSaxophonists,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatJazzSaxophonists,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatBritishMusicians,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatBritishPeople,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Clarinetist109926246,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Saxophonist110554243,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/TenorSaxophonist110701962,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatEnglishJazzTenorSaxophonists,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatEnglishRockSaxophonists,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatPeopleFromBrighton,http://dbpedia.org/resource/Gary_Windo,Gary Windo,50,0,0.9999999999999432,0.0,0,70,== Discography == | === As sideman ===
