types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatIndependentRecordLabels,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatClassicalMusicRecordLabels,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatCompositionSchools,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatMusicOrganizations,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Company108058098,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/EducationalInstitution108276342,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/School108276720,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatGermanRecordLabels,http://dbpedia.org/resource/Wandelweiser,Wandelweiser,66,15,0.9999999999999858,0.0,0,13,== Discography == | === As leader ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/ontology/MilitaryConflict,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/ontology/MilitaryStructure,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatCoastalFortifications,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Taku_Forts,Taku,338,14,0.7892137404342265,0.1783526713242949,0,33,== Discography == | === As leader ===
