types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatUnitedStates,http://dbpedia.org/resource/Diversity_Immigrant_Visa,green card lottery,95,43,1.0,0.0,3,3,== History == | === Early life ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Diversity_Immigrant_Visa,green card lottery,95,43,1.0,0.0,3,3,== History == | === Early life ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Diversity_Immigrant_Visa,green card lottery,95,43,1.0,0.0,3,3,== History == | === Early life ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Diversity_Immigrant_Visa,green card lottery,95,43,1.0,0.0,3,3,== History == | === Early life ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/Diversity_Immigrant_Visa,green card lottery,95,43,1.0,0.0,3,3,== History == | === Early life ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Diversity_Immigrant_Visa,green card lottery,95,43,1.0,0.0,3,3,== History == | === Early life ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Diversity_Immigrant_Visa,green card lottery,95,43,1.0,0.0,3,3,== History == | === Early life ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Diversity_Immigrant_Visa,green card lottery,95,43,1.0,0.0,3,3,== History == | === Early life ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Diversity_Immigrant_Visa,green card lottery,95,43,1.0,0.0,3,3,== History == | === Early life ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Diversity_Immigrant_Visa,green card lottery,95,43,1.0,0.0,3,3,== History == | === Early life ===
