types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Concept_album,conceptual album,2989,128,1.0,0.0,0,5,== Career == | === Music career ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Concept_album,conceptual album,2989,128,1.0,0.0,0,5,== Career == | === Music career ===
http://dbpedia.org/ontology/Album,http://dbpedia.org/resource/Concept_album,conceptual album,2989,128,1.0,0.0,0,5,== Career == | === Music career ===
