types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Dramaturgy,Dramaturgy,296,219,1.0,0.0,0,22,== Career == | === 1799-1814 ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Dramaturgy,Dramaturgy,296,219,1.0,0.0,0,22,== Career == | === 1799-1814 ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Dramaturgy,Dramaturgy,296,219,1.0,0.0,0,22,== Career == | === 1799-1814 ===
