types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanEmigrantsToGermany,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanJazzSingers,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanMusicians,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatJazzSingers,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatLGBTComposers,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatLGBTMusiciansFromTheUnitedStates,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatWomen,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Woman110787470,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatLesbianMusicians,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Emigrant110051975,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Female109619168,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Migrant110314952,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Traveler109629752,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatGermanJazzSingers,http://dbpedia.org/resource/Marla_Glen,Marla Glen,23,0,0.9999999999999858,0.0,0,89,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Dominique_Probst,Dominique Probst,11,0,1.0,0.0,0,111,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Dominique_Probst,Dominique Probst,11,0,1.0,0.0,0,111,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAcademicsOfTheConservatoireDeParis,http://dbpedia.org/resource/Dominique_Probst,Dominique Probst,11,0,1.0,0.0,0,111,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatPeopleFromParis,http://dbpedia.org/resource/Dominique_Probst,Dominique Probst,11,0,1.0,0.0,0,111,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Dominique_Probst,Dominique Probst,11,0,1.0,0.0,0,111,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Dominique_Probst,Dominique Probst,11,0,1.0,0.0,0,111,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Dominique_Probst,Dominique Probst,11,0,1.0,0.0,0,111,== Discography == | === As sideman ===
