types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatPlatformGames,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/ontology/VideoGame,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatVirtualConsoleGames,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://umbel.org/umbel/rc/ComputerGameProgram,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://umbel.org/umbel/rc/SoftwareObject,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatShooterVideoGames,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/ComputerGame100458890,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Game100430606,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Game100456199,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Wikicat1988VideoGames,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatNintendoEntertainmentSystemGames,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatSunsoftGames,http://dbpedia.org/resource/Blaster_Master,Blaster Master,113,0,0.9999980810916548,1.918911463107425e-06,0,37,== Discography == | === As sideman ===
