types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Scat_singing,vocal bass,519,28,0.9999999999984226,0.0,3,7,== Career == | === Pentatonix (2011–2017) ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Scat_singing,vocal bass,519,28,0.9999999999984226,0.0,3,7,== Career == | === Pentatonix (2011–2017) ===
http://dbpedia.org/ontology/Weapon,http://dbpedia.org/resource/Scat_singing,vocal bass,519,28,0.9999999999984226,0.0,3,7,== Career == | === Pentatonix (2011–2017) ===
