types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAdvertisingAwards,http://dbpedia.org/resource/Promax_Awards,PromaxBDA,82,32,1.0,0.0,1,23,== Filmography == | === Advertisement ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Promax_Awards,PromaxBDA,82,32,1.0,0.0,1,23,== Filmography == | === Advertisement ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Promax_Awards,PromaxBDA,82,32,1.0,0.0,1,23,== Filmography == | === Advertisement ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Promax_Awards,PromaxBDA,82,32,1.0,0.0,1,23,== Filmography == | === Advertisement ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Promax_Awards,PromaxBDA,82,32,1.0,0.0,1,23,== Filmography == | === Advertisement ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Promax_Awards,PromaxBDA,82,32,1.0,0.0,1,23,== Filmography == | === Advertisement ===
