types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Both_sides_the_Tweed,Both sides The Tweed,6,55,1.0,0.0,0,27,== Discography == | === Tracks contributed ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Both_sides_the_Tweed,Both sides The Tweed,6,55,1.0,0.0,0,27,== Discography == | === Tracks contributed ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Both_sides_the_Tweed,Both sides The Tweed,6,55,1.0,0.0,0,27,== Discography == | === Tracks contributed ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Both_sides_the_Tweed,Both sides The Tweed,6,55,1.0,0.0,0,27,== Discography == | === Tracks contributed ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Both_sides_the_Tweed,Both sides The Tweed,6,55,1.0,0.0,0,27,== Discography == | === Tracks contributed ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Both_sides_the_Tweed,Both sides The Tweed,6,55,1.0,0.0,0,27,== Discography == | === Tracks contributed ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/Both_sides_the_Tweed,Both sides The Tweed,6,55,1.0,0.0,0,27,== Discography == | === Tracks contributed ===
http://dbpedia.org/class/yago/WikicatScottishPatrioticSongs,http://dbpedia.org/resource/Both_sides_the_Tweed,Both sides The Tweed,6,55,1.0,0.0,0,27,== Discography == | === Tracks contributed ===
http://dbpedia.org/class/yago/WikicatScottishSongs,http://dbpedia.org/resource/Both_sides_the_Tweed,Both sides The Tweed,6,55,1.0,0.0,0,27,== Discography == | === Tracks contributed ===
