types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bricklayer,brickies,401,23,0.9999999709855278,0.0,3,5,== Career == | === Television ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Bricklayer,brickies,401,23,0.9999999709855278,0.0,3,5,== Career == | === Television ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Bricklayer,brickies,401,23,0.9999999709855278,0.0,3,5,== Career == | === Television ===
