types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Brazilian_thrash_metal,Brazilian thrash metal,25,49,1.0,0.0,0,3,== Musical History == | === The Mist ===
http://dbpedia.org/ontology/MilitaryConflict,http://dbpedia.org/resource/Brazilian_thrash_metal,Brazilian thrash metal,25,49,1.0,0.0,0,3,== Musical History == | === The Mist ===
http://dbpedia.org/class/yago/WikicatBrazilianStylesOfMusic,http://dbpedia.org/resource/Brazilian_thrash_metal,Brazilian thrash metal,25,49,1.0,0.0,0,3,== Musical History == | === The Mist ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Brazilian_thrash_metal,Brazilian thrash metal,25,49,1.0,0.0,0,3,== Musical History == | === The Mist ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Brazilian_thrash_metal,Brazilian thrash metal,25,49,1.0,0.0,0,3,== Musical History == | === The Mist ===
http://dbpedia.org/class/yago/Manner104928903,http://dbpedia.org/resource/Brazilian_thrash_metal,Brazilian thrash metal,25,49,1.0,0.0,0,3,== Musical History == | === The Mist ===
http://dbpedia.org/class/yago/Property104916342,http://dbpedia.org/resource/Brazilian_thrash_metal,Brazilian thrash metal,25,49,1.0,0.0,0,3,== Musical History == | === The Mist ===
