types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Civil_service,Civil service,4821,0,0.9999999992412824,0.0,1,7,== Career == | === Civil service ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Civil_service,Civil service,4821,0,0.9999999992412824,0.0,1,7,== Career == | === Civil service ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Civil_service,Civil service,4821,0,0.9999999992412824,0.0,1,7,== Career == | === Civil service ===
