types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Gypsy_style,gypsy style,85,91,0.9999999999999432,0.0,0,14,== Biography == | === Gitans ===
http://dbpedia.org/class/yago/WikicatWorldMusicGenres,http://dbpedia.org/resource/Gypsy_style,gypsy style,85,91,0.9999999999999432,0.0,0,14,== Biography == | === Gitans ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Gypsy_style,gypsy style,85,91,0.9999999999999432,0.0,0,14,== Biography == | === Gitans ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Gypsy_style,gypsy style,85,91,0.9999999999999432,0.0,0,14,== Biography == | === Gitans ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Gypsy_style,gypsy style,85,91,0.9999999999999432,0.0,0,14,== Biography == | === Gitans ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Gypsy_style,gypsy style,85,91,0.9999999999999432,0.0,0,14,== Biography == | === Gitans ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Gypsy_style,gypsy style,85,91,0.9999999999999432,0.0,0,14,== Biography == | === Gitans ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/Gypsy_style,gypsy style,85,91,0.9999999999999432,0.0,0,14,== Biography == | === Gitans ===
