types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Persecutory_delusion,persecutory delusions,136,23,1.0,0.0,0,10,== Life == | === Final years ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Persecutory_delusion,persecutory delusions,136,23,1.0,0.0,0,10,== Life == | === Final years ===
http://dbpedia.org/class/yago/Condition113920835,http://dbpedia.org/resource/Persecutory_delusion,persecutory delusions,136,23,1.0,0.0,0,10,== Life == | === Final years ===
http://dbpedia.org/class/yago/Disease114070360,http://dbpedia.org/resource/Persecutory_delusion,persecutory delusions,136,23,1.0,0.0,0,10,== Life == | === Final years ===
http://dbpedia.org/class/yago/IllHealth114052046,http://dbpedia.org/resource/Persecutory_delusion,persecutory delusions,136,23,1.0,0.0,0,10,== Life == | === Final years ===
http://dbpedia.org/class/yago/Illness114061805,http://dbpedia.org/resource/Persecutory_delusion,persecutory delusions,136,23,1.0,0.0,0,10,== Life == | === Final years ===
http://dbpedia.org/class/yago/PathologicalState114051917,http://dbpedia.org/resource/Persecutory_delusion,persecutory delusions,136,23,1.0,0.0,0,10,== Life == | === Final years ===
http://dbpedia.org/class/yago/PhysicalCondition114034177,http://dbpedia.org/resource/Persecutory_delusion,persecutory delusions,136,23,1.0,0.0,0,10,== Life == | === Final years ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Persecutory_delusion,persecutory delusions,136,23,1.0,0.0,0,10,== Life == | === Final years ===
