types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Rock_Creek_(Potomac_River_tributary),Rock Creek,442,56,0.9607254865995252,0.0096976552858904,1,6,== Biography == | === Early career ===
http://dbpedia.org/ontology/River,http://dbpedia.org/resource/Rock_Creek_(Potomac_River_tributary),Rock Creek,442,56,0.9607254865995252,0.0096976552858904,1,6,== Biography == | === Early career ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Rock_Creek_(Potomac_River_tributary),Rock Creek,442,56,0.9607254865995252,0.0096976552858904,1,6,== Biography == | === Early career ===
