types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Food,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/Appellation106338908,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/EthnicGroup107967382,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/Issue105814650,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/Name106333653,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/WikicatEthnicGroupsInJapan,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/WikicatEthnicIssuesInJapan,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
http://dbpedia.org/class/yago/WikicatEthno-culturalDesignations,http://dbpedia.org/resource/Gaijin,Gaijin,205,0,0.999999835917179,0.0,0,22,== Works == | === Concertante ===
