types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Toto_Coelo,I Eat Cannibals,26,181,1.0,0.0,0,27,== Biography == | === Comedy recordings ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Toto_Coelo,I Eat Cannibals,26,181,1.0,0.0,0,27,== Biography == | === Comedy recordings ===
http://dbpedia.org/class/yago/WikicatBritishGirlGroups,http://dbpedia.org/resource/Toto_Coelo,I Eat Cannibals,26,181,1.0,0.0,0,27,== Biography == | === Comedy recordings ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Toto_Coelo,I Eat Cannibals,26,181,1.0,0.0,0,27,== Biography == | === Comedy recordings ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Toto_Coelo,I Eat Cannibals,26,181,1.0,0.0,0,27,== Biography == | === Comedy recordings ===
http://dbpedia.org/class/yago/WikicatEnglishDanceMusicGroups,http://dbpedia.org/resource/Toto_Coelo,I Eat Cannibals,26,181,1.0,0.0,0,27,== Biography == | === Comedy recordings ===
http://dbpedia.org/class/yago/WikicatNewWaveGroups,http://dbpedia.org/resource/Toto_Coelo,I Eat Cannibals,26,181,1.0,0.0,0,27,== Biography == | === Comedy recordings ===
