types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Suite_bergamasque,Suite Bergamasque,134,19,1.0,0.0,0,26,== Selected discography == | === Audio ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Suite_bergamasque,Suite Bergamasque,134,19,1.0,0.0,0,26,== Selected discography == | === Audio ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Suite_bergamasque,Suite Bergamasque,134,19,1.0,0.0,0,26,== Selected discography == | === Audio ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Suite_bergamasque,Suite Bergamasque,134,19,1.0,0.0,0,26,== Selected discography == | === Audio ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Suite_bergamasque,Suite Bergamasque,134,19,1.0,0.0,0,26,== Selected discography == | === Audio ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Suite_bergamasque,Suite Bergamasque,134,19,1.0,0.0,0,26,== Selected discography == | === Audio ===
http://dbpedia.org/class/yago/Suite107047011,http://dbpedia.org/resource/Suite_bergamasque,Suite Bergamasque,134,19,1.0,0.0,0,26,== Selected discography == | === Audio ===
http://dbpedia.org/class/yago/WikicatOrchestralSuites,http://dbpedia.org/resource/Suite_bergamasque,Suite Bergamasque,134,19,1.0,0.0,0,26,== Selected discography == | === Audio ===
http://dbpedia.org/class/yago/WikicatSuites,http://dbpedia.org/resource/Suite_bergamasque,Suite Bergamasque,134,19,1.0,0.0,0,26,== Selected discography == | === Audio ===
http://dbpedia.org/class/yago/WikicatSuitesByClaudeDebussy,http://dbpedia.org/resource/Suite_bergamasque,Suite Bergamasque,134,19,1.0,0.0,0,26,== Selected discography == | === Audio ===
