types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatWaterWaves,http://dbpedia.org/resource/Megatsunami,Megatsunami,152,17,0.9999998305824392,0.0,1,18,== Biography == | === Compositions ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Megatsunami,Megatsunami,152,17,0.9999998305824392,0.0,1,18,== Biography == | === Compositions ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Megatsunami,Megatsunami,152,17,0.9999998305824392,0.0,1,18,== Biography == | === Compositions ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Megatsunami,Megatsunami,152,17,0.9999998305824392,0.0,1,18,== Biography == | === Compositions ===
http://dbpedia.org/class/yago/Happening107283608,http://dbpedia.org/resource/Megatsunami,Megatsunami,152,17,0.9999998305824392,0.0,1,18,== Biography == | === Compositions ===
http://dbpedia.org/class/yago/Movement107309781,http://dbpedia.org/resource/Megatsunami,Megatsunami,152,17,0.9999998305824392,0.0,1,18,== Biography == | === Compositions ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Megatsunami,Megatsunami,152,17,0.9999998305824392,0.0,1,18,== Biography == | === Compositions ===
http://dbpedia.org/class/yago/Wave107352190,http://dbpedia.org/resource/Megatsunami,Megatsunami,152,17,0.9999998305824392,0.0,1,18,== Biography == | === Compositions ===
