types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Ball_culture,ballroom scene,315,69,1.0,0.0,0,15,== Filmography == | ==== 1990 ====
http://dbpedia.org/class/yago/WikicatLGBTEvents,http://dbpedia.org/resource/Ball_culture,ballroom scene,315,69,1.0,0.0,0,15,== Filmography == | ==== 1990 ====
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Ball_culture,ballroom scene,315,69,1.0,0.0,0,15,== Filmography == | ==== 1990 ====
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Ball_culture,ballroom scene,315,69,1.0,0.0,0,15,== Filmography == | ==== 1990 ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Ball_culture,ballroom scene,315,69,1.0,0.0,0,15,== Filmography == | ==== 1990 ====
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Ball_culture,ballroom scene,315,69,1.0,0.0,0,15,== Filmography == | ==== 1990 ====
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Ball_culture,ballroom scene,315,69,1.0,0.0,0,15,== Filmography == | ==== 1990 ====
