types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/ontology/Station,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/WikicatChannel5TVStationsInMexico,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://umbel.org/umbel/rc/Business,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/BroadcastingStation102903405,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/Channel103006398,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/Facility103315023,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/Station104306080,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/TelevisionStation104406350,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/WikicatSpanish-languageTelevisionStationsInMexico,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1952,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
http://dbpedia.org/class/yago/WikicatTelevisionStationsInMexicoCity,http://dbpedia.org/resource/XHGC-TDT,XHGC,28,26,0.99999969509317,0.0,0,65,== Filmography == | === Television ===
