types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Climatology,climate science,1025,21,0.84590927671659,0.1671390868307262,2,15,== Career == | === Author ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Climatology,climate science,1025,21,0.84590927671659,0.1671390868307262,2,15,== Career == | === Author ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Climatology,climate science,1025,21,0.84590927671659,0.1671390868307262,2,15,== Career == | === Author ===
